iter	MultiClass
1664	1.134771334
1665	1.134683306
1666	1.134649283
1667	1.134625294
1668	1.134606332
1669	1.1345603
1670	1.134548374
1671	1.13445447
1672	1.134433395
1673	1.134409322
1674	1.134360858
1675	1.13432644
1676	1.134324157
1677	1.134045143
1678	1.134011933
1679	1.133979528
1680	1.133902687
1681	1.133840419
1682	1.133759332
1683	1.13374291
1684	1.133670939
1685	1.133651574
1686	1.133572978
1687	1.133485787
1688	1.13335531
1689	1.133350539
1690	1.133258011
1691	1.133236256
1692	1.13308838
1693	1.133051892
1694	1.133018081
1695	1.132957042
1696	1.132928748
1697	1.132920053
1698	1.132891828
1699	1.132866223
1700	1.132812575
1701	1.132780616
1702	1.132733156
1703	1.132706716
1704	1.132630219
1705	1.132594361
1706	1.132443679
1707	1.132434852
1708	1.132373919
1709	1.132342718
1710	1.132292772
1711	1.132291149
1712	1.132238374
1713	1.132096964
1714	1.131964875
1715	1.131951641
1716	1.131908462
1717	1.131838436
1718	1.13179515
1719	1.13174811
1720	1.131710211
1721	1.131656135
1722	1.131618802
1723	1.131609829
1724	1.131596235
1725	1.13155277
1726	1.131546278
1727	1.131484111
1728	1.131342782
1729	1.131269192
1730	1.131246817
1731	1.131227558
1732	1.131200533
1733	1.131171692
1734	1.131133997
1735	1.131124765
1736	1.131092599
1737	1.13104688
1738	1.130968262
1739	1.130944187
1740	1.130909165
1741	1.130907476
1742	1.13076743
1743	1.13065327
1744	1.130484527
1745	1.13041891
1746	1.130415467
1747	1.13033553
1748	1.130140194
1749	1.130137716
1750	1.130034083
1751	1.13000407
1752	1.129976784
1753	1.129948948
1754	1.12989248
1755	1.12985393
1756	1.129849359
1757	1.129714323
1758	1.1297086
1759	1.129674868
1760	1.12966151
1761	1.129634323
1762	1.129627924
1763	1.129549825
1764	1.129534852
1765	1.129457888
1766	1.129351191
1767	1.129298396
1768	1.129253508
1769	1.129169286
1770	1.129084626
1771	1.129014135
1772	1.128911783
1773	1.12880806
1774	1.128788148
1775	1.128764103
1776	1.128715088
1777	1.128708691
1778	1.128697747
1779	1.12864924
1780	1.128612615
1781	1.128526715
1782	1.128507896
1783	1.128443546
1784	1.128402738
1785	1.128397736
1786	1.128390807
1787	1.12835985
1788	1.128323072
1789	1.128212462
1790	1.128135796
1791	1.128128398
1792	1.128124698
1793	1.128071908
1794	1.127972745
1795	1.127946001
1796	1.127896592
1797	1.127868341
1798	1.127858732
1799	1.127808685
1800	1.127740484
1801	1.12766967
1802	1.127600473
1803	1.127575394
1804	1.127489329
1805	1.12745268
1806	1.127422874
1807	1.127389646
1808	1.127301071
1809	1.127173944
1810	1.12709588
1811	1.127048997
1812	1.127025383
1813	1.126903898
1814	1.126861587
1815	1.126840937
1816	1.126826363
1817	1.126776616
1818	1.126742372
1819	1.126718682
1820	1.126671835
1821	1.126646925
1822	1.126595847
1823	1.126578509
1824	1.126490242
1825	1.1264817
1826	1.126417176
1827	1.126383389
1828	1.126327953
1829	1.126274907
1830	1.126236067
1831	1.126150641
1832	1.126139578
1833	1.126109194
1834	1.126075646
1835	1.126025041
1836	1.125913967
1837	1.125878488
1838	1.12581474
1839	1.125797442
1840	1.125784019
1841	1.125691283
1842	1.125623407
1843	1.125566324
1844	1.125539229
1845	1.12547902
1846	1.125468705
1847	1.125422937
1848	1.125313744
1849	1.125240722
1850	1.125173288
1851	1.12516687
1852	1.12509981
1853	1.125006662
1854	1.12497527
1855	1.124864592
1856	1.124801646
1857	1.124792801
1858	1.12476852
1859	1.124742532
1860	1.124679099
1861	1.124636755
1862	1.124592963
1863	1.124524604
1864	1.124443308
1865	1.124368586
1866	1.124305992
1867	1.124294629
1868	1.12426194
1869	1.124232145
1870	1.124174984
1871	1.12414633
1872	1.12409815
1873	1.124020409
1874	1.12401182
1875	1.123974064
1876	1.123915993
1877	1.123874487
1878	1.123858046
1879	1.123803119
1880	1.123753847
1881	1.123640258
1882	1.123620476
1883	1.123610638
1884	1.123569722
1885	1.123508182
1886	1.123456358
1887	1.123441142
1888	1.123345189
1889	1.123334102
1890	1.123295971
1891	1.123292899
1892	1.123235139
1893	1.123015546
1894	1.122911786
1895	1.122907965
1896	1.122867835
1897	1.122818443
1898	1.122752054
1899	1.122647689
1900	1.12255796
1901	1.122481223
1902	1.12238241
1903	1.122331362
1904	1.122313534
1905	1.122287485
1906	1.122202647
1907	1.122117595
1908	1.121944084
1909	1.12191831
1910	1.12188919
1911	1.121802981
1912	1.12174052
1913	1.12172725
1914	1.121671211
1915	1.121606892
1916	1.121507453
1917	1.121428106
1918	1.121350019
1919	1.121330035
1920	1.121319454
1921	1.121277138
1922	1.121204292
1923	1.121046313
1924	1.120976921
1925	1.120955898
1926	1.120875781
1927	1.120843786
1928	1.120830116
1929	1.12077663
1930	1.120706102
1931	1.120669345
1932	1.120574349
1933	1.120501545
1934	1.120492479
1935	1.120439197
1936	1.120375629
1937	1.120369656
1938	1.120311958
1939	1.120271835
1940	1.120252862
1941	1.120167525
1942	1.120074736
1943	1.120067079
1944	1.120036858
1945	1.120030319
1946	1.119948604
1947	1.119915622
1948	1.119783305
1949	1.119746237
1950	1.119710307
1951	1.119621415
1952	1.119566388
1953	1.119521477
1954	1.119460978
1955	1.119436592
1956	1.119427935
1957	1.119420438
1958	1.119401086
1959	1.119328101
1960	1.119230973
1961	1.119192249
1962	1.119159674
1963	1.11915579
1964	1.119117585
1965	1.119074942
1966	1.119051618
1967	1.119050118
1968	1.11902489
1969	1.119014077
1970	1.118987336
1971	1.118961603
1972	1.118900191
1973	1.118898585
1974	1.118839923
1975	1.118813802
1976	1.118731396
1977	1.118728245
1978	1.118549958
1979	1.11852378
1980	1.118501001
1981	1.118459928
1982	1.118437086
1983	1.118323151
1984	1.118301203
1985	1.118228495
1986	1.118164188
1987	1.11816232
1988	1.118143763
1989	1.118111765
1990	1.117981229
1991	1.117917751
1992	1.117881891
1993	1.117825881
1994	1.11775415
1995	1.117689761
1996	1.117506056
1997	1.117464781
1998	1.117388012
1999	1.11725327
2000	1.117182908
2001	1.117172617
2002	1.117168374
2003	1.117117659
2004	1.116977523
2005	1.116896333
2006	1.116850349
2007	1.116729383
2008	1.11662672
2009	1.11652879
2010	1.116502077
2011	1.116419217
2012	1.116336037
2013	1.116316919
2014	1.116306043
2015	1.116265232
2016	1.116254511
2017	1.11622363
2018	1.11621372
2019	1.116156446
2020	1.116033339
2021	1.115989545
2022	1.115931138
2023	1.115894523
2024	1.11574899
2025	1.115611708
2026	1.115483912
2027	1.115399859
2028	1.115351654
2029	1.115349609
2030	1.115289463
2031	1.115244354
2032	1.115206926
2033	1.115141207
